TMD:	 WS2 

band  1
0.99155529 	 -1.74682983
0.99483859 	 -1.73898353
0.99812189 	 -1.73108417
1.00140518 	 -1.72313289
1.00468848 	 -1.71513080
1.00797177 	 -1.70707908
1.01125507 	 -1.69897886
1.01453836 	 -1.69083132
1.01782166 	 -1.68263763
1.02110496 	 -1.67439900
1.02438825 	 -1.66611661
1.02767155 	 -1.65779169
1.03095484 	 -1.64942547
1.03423814 	 -1.64101920
1.03752143 	 -1.63257416
1.04080473 	 -1.62409163
1.04408803 	 -1.61557292
1.04737132 	 -1.60701936
1.05065462 	 -1.59843230
1.05393791 	 -1.58981312
1.05722121 	 -1.58116322
1.06050450 	 -1.57248404
1.06378780 	 -1.56377703
1.06707109 	 -1.55504369
1.07035439 	 -1.54628553
1.07363769 	 -1.53750411
1.07692098 	 -1.52870102
1.08020428 	 -1.51987790
1.08348757 	 -1.51103640
1.08677087 	 -1.50217823
1.09005416 	 -1.49330515
1.09333746 	 -1.48441894
1.09662076 	 -1.47552145
1.09990405 	 -1.46661457
1.10318735 	 -1.45770024
1.10647064 	 -1.44878045
1.10975394 	 -1.43985725
1.11303723 	 -1.43093274
1.11632053 	 -1.42200909
1.11960383 	 -1.41308852
1.12288712 	 -1.40417333
1.12617042 	 -1.39526588
1.12945371 	 -1.38636858
1.13273701 	 -1.37748396
1.13602030 	 -1.36861457
1.13930360 	 -1.35976308
1.14258690 	 -1.35093222
1.14587019 	 -1.34212481
1.14915349 	 -1.33334377
1.15243678 	 -1.32459209
1.15572008 	 -1.31587288
1.15900337 	 -1.30718932
1.16228667 	 -1.29854473
1.16556997 	 -1.28994250
1.16885326 	 -1.28138615
1.17213656 	 -1.27287933
1.17541985 	 -1.26442579
1.17870315 	 -1.25602942
1.18198644 	 -1.24769424
1.18526974 	 -1.23942441
1.18855304 	 -1.23122423
1.19183633 	 -1.22309816
1.19511963 	 -1.21505081
1.19840292 	 -1.20708698
1.20168622 	 -1.19921162
1.20496951 	 -1.19142987
1.20825281 	 -1.18374708
1.21153610 	 -1.17616877
1.21481940 	 -1.16870070
1.21810270 	 -1.16134884
1.22138599 	 -1.15411940
1.22466929 	 -1.14701880
1.22795258 	 -1.14005376
1.23123588 	 -1.13323120
1.23451917 	 -1.12655837
1.23780247 	 -1.12004273
1.24108577 	 -1.11369207
1.24436906 	 -1.10751441
1.24765236 	 -1.10151808
1.25093565 	 -1.09571167
1.25421895 	 -1.09010402
1.25750224 	 -1.08470420
1.26078554 	 -1.07952151
1.26406884 	 -1.07456540
1.26735213 	 -1.06984545
1.27063543 	 -1.06537132
1.27391872 	 -1.06115263
1.27720202 	 -1.05719893
1.28048531 	 -1.05351956
1.28376861 	 -1.05012357
1.28705191 	 -1.04701955
1.29033520 	 -1.04421556
1.29361850 	 -1.04171892
1.29690179 	 -1.03953612
1.30018509 	 -1.03767269
1.30346838 	 -1.03613302
1.30675168 	 -1.03492031
1.31003498 	 -1.03403645
1.31331827 	 -1.03348196
1.31660157 	 -1.03325597
1.31988486 	 -1.03335623
band  2
-1.31988486 	 -1.48690682
-1.31660157 	 -1.48685102
-1.31331827 	 -1.48697645
-1.31003498 	 -1.48728398
-1.30675168 	 -1.48777427
-1.30346838 	 -1.48844780
-1.30018509 	 -1.48930483
-1.29690179 	 -1.49034540
-1.29361850 	 -1.49156937
-1.29033520 	 -1.49297637
-1.28705191 	 -1.49456586
-1.28376861 	 -1.49633707
-1.28048531 	 -1.49828905
-1.27720202 	 -1.50042066
-1.27391872 	 -1.50273056
-1.27063543 	 -1.50521726
-1.26735213 	 -1.50787905
-1.26406884 	 -1.51071409
-1.26078554 	 -1.51372037
-1.25750224 	 -1.51689573
-1.25421895 	 -1.52023785
-1.25093565 	 -1.52374429
-1.24765236 	 -1.52741248
-1.24436906 	 -1.53123974
-1.24108577 	 -1.53522326
-1.23780247 	 -1.53936014
-1.23451917 	 -1.54364740
-1.23123588 	 -1.54808196
-1.22795258 	 -1.55266068
-1.22466929 	 -1.55738035
-1.22138599 	 -1.56223770
-1.21810270 	 -1.56722941
-1.21481940 	 -1.57235214
-1.21153610 	 -1.57760250
-1.20825281 	 -1.58297707
-1.20496951 	 -1.58847244
-1.20168622 	 -1.59408515
-1.19840292 	 -1.59981178
-1.19511963 	 -1.60564887
-1.19183633 	 -1.61159301
-1.18855304 	 -1.61764075
-1.18526974 	 -1.62378872
-1.18198644 	 -1.63003352
-1.17870315 	 -1.63637181
-1.17541985 	 -1.64280026
-1.17213656 	 -1.64931559
-1.16885326 	 -1.65591455
-1.16556997 	 -1.66259392
-1.16228667 	 -1.66935054
-1.15900337 	 -1.67618128
-1.15572008 	 -1.68308308
-1.15243678 	 -1.69005289
-1.14915349 	 -1.69708774
-1.14587019 	 -1.70418470
-1.14258690 	 -1.71134089
-1.13930360 	 -1.71855349
-1.13602030 	 -1.72581971
-1.13273701 	 -1.73313684
-1.12945371 	 -1.74050221
-1.12617042 	 -1.74791318
-1.12288712 	 -1.75536720
-1.11960383 	 -1.76286175
-1.11632053 	 -1.77039435
-1.11303723 	 -1.77796259
-1.10975394 	 -1.78556409
-1.10647064 	 -1.79319654
-1.10318735 	 -1.80085764
-1.09990405 	 -1.80854517
-1.09662076 	 -1.81625694
-1.09333746 	 -1.82399079
-1.09005416 	 -1.83174462
-1.08677087 	 -1.83951635
-1.08348757 	 -1.84730396
-1.08020428 	 -1.85510544
-1.07692098 	 -1.86291884
-1.07363769 	 -1.87074221
-1.07035439 	 -1.87857366
-1.06707109 	 -1.88641132
-1.06378780 	 -1.89425335
-1.06050450 	 -1.90209792
-1.05722121 	 -1.90994325
-1.05393791 	 -1.91778755
-1.05065462 	 -1.92562909
-1.04737132 	 -1.93346611
-1.04408803 	 -1.94129692
-1.04080473 	 -1.94911981
-1.03752143 	 -1.95693309
-1.03423814 	 -1.96473509
-1.03095484 	 -1.97252414
-1.02767155 	 -1.98029859
-1.02438825 	 -1.98805679
