TMD:	 WSe2 

band  1
0.41599175 	 -0.74617838
0.41902645 	 -0.74085926
0.42206115 	 -0.73550845
0.42509586 	 -0.73012618
0.42813056 	 -0.72471276
0.43116526 	 -0.71926855
0.43419996 	 -0.71379400
0.43723466 	 -0.70828962
0.44026936 	 -0.70275600
0.44330406 	 -0.69719381
0.44633876 	 -0.69160381
0.44937346 	 -0.68598686
0.45240816 	 -0.68034389
0.45544286 	 -0.67467597
0.45847756 	 -0.66898425
0.46151227 	 -0.66327001
0.46454697 	 -0.65753466
0.46758167 	 -0.65177973
0.47061637 	 -0.64600690
0.47365107 	 -0.64021799
0.47668577 	 -0.63441501
0.47972047 	 -0.62860010
0.48275517 	 -0.62277560
0.48578987 	 -0.61694407
0.48882457 	 -0.61110823
0.49185927 	 -0.60527108
0.51006748 	 -0.57041829
0.52827568 	 -0.53657255
0.54648389 	 -0.50508589
0.56469209 	 -0.47775008
0.58290030 	 -0.45643056
0.60110850 	 -0.44225894
0.61931671 	 -0.43513807
0.63752491 	 -0.43433033
band  2
-0.64311884 	 -0.92333655
-0.64008414 	 -0.92266134
-0.63704944 	 -0.92217708
-0.63401474 	 -0.92188360
-0.63098004 	 -0.92178025
-0.62794534 	 -0.92186595
-0.62491064 	 -0.92213913
-0.62187593 	 -0.92259782
-0.61884123 	 -0.92323960
-0.61580653 	 -0.92406166
-0.61277183 	 -0.92506082
-0.60973713 	 -0.92623353
-0.60670243 	 -0.92757595
-0.60366773 	 -0.92908392
-0.60063303 	 -0.93075305
-0.59759833 	 -0.93257872
-0.59456363 	 -0.93455612
-0.59152893 	 -0.93668030
-0.58849423 	 -0.93894619
-0.58545952 	 -0.94134862
-0.58242482 	 -0.94388238
-0.57939012 	 -0.94654222
-0.57635542 	 -0.94932288
-0.57332072 	 -0.95221913
-0.57028602 	 -0.95522579
-0.56725132 	 -0.95833772
-0.56421662 	 -0.96154988
-0.56118192 	 -0.96485730
-0.55814722 	 -0.96825514
-0.55511252 	 -0.97173866
-0.55207782 	 -0.97530323
-0.54904311 	 -0.97894438
-0.54600841 	 -0.98265776
-0.54297371 	 -0.98643917
-0.53993901 	 -0.99028454
-0.53690431 	 -0.99418995
-0.53386961 	 -0.99815163
-0.53083491 	 -1.00216594
-0.52780021 	 -1.00622942
-0.52476551 	 -1.01033871
-0.52173081 	 -1.01449061
-0.51869611 	 -1.01868205
-0.51566141 	 -1.02291012
-0.51262670 	 -1.02717200
-0.50959200 	 -1.03146504
-0.50655730 	 -1.03578669
-0.50352260 	 -1.04013451
-0.50048790 	 -1.04450622
-0.49745320 	 -1.04889960
-0.49441850 	 -1.05331259
-0.49138380 	 -1.05774320
-0.48834910 	 -1.06218955
-0.48531440 	 -1.06664988
-0.48227970 	 -1.07112248
-0.47924500 	 -1.07560578
-0.47621029 	 -1.08009828
-0.47317559 	 -1.08459854
-0.47014089 	 -1.08910523
-0.46710619 	 -1.09361709
-0.46407149 	 -1.09813293
-0.46103679 	 -1.10265164
-0.45800209 	 -1.10717218
-0.45496739 	 -1.11169356
-0.45193269 	 -1.11621487
-0.44889799 	 -1.12073525
-0.44586329 	 -1.12525392
-0.44282859 	 -1.12977012
-0.43979388 	 -1.13428318
-0.43675918 	 -1.13879246
-0.43372448 	 -1.14329738
-0.43068978 	 -1.14779741
-0.42765508 	 -1.15229206
-0.42462038 	 -1.15678088
-0.42158568 	 -1.16126347
-0.41855098 	 -1.16573948
-0.41551628 	 -1.17020858
-0.41248158 	 -1.17467049
-0.40944688 	 -1.17912498
-0.40641218 	 -1.18357183
-0.40337747 	 -1.18801087
-0.40034277 	 -1.19244195
-0.39730807 	 -1.19686498
-0.39427337 	 -1.20127987
-0.39123867 	 -1.20568658
-0.38820397 	 -1.21008509
-0.38516927 	 -1.21447541
-0.38213457 	 -1.21885758
-0.37909987 	 -1.22323167
-0.37606517 	 -1.22759777
-0.37303047 	 -1.23195600
-0.36999576 	 -1.23630649
-0.36696106 	 -1.24064943
-0.36392636 	 -1.24498499
-0.36089166 	 -1.24931339
-0.35785696 	 -1.25363487
-0.35482226 	 -1.25794969
-0.35178756 	 -1.26225812
-0.34875286 	 -1.26656048
-0.34571816 	 -1.27085708
-0.34268346 	 -1.27514827
-0.33964876 	 -1.27943442
-0.33661406 	 -1.28371591
-0.33357935 	 -1.28799315
-0.33054465 	 -1.29226657
-0.32750995 	 -1.29653661
-0.32447525 	 -1.30080375
-0.32144055 	 -1.30506846
-0.31840585 	 -1.30933126
-0.31537115 	 -1.31359268
-0.31233645 	 -1.31785326
-0.30930175 	 -1.32211357
-0.30626705 	 -1.32637420
-0.30323235 	 -1.33063576
-0.30019765 	 -1.33489887
-0.29716294 	 -1.33916418
-0.29412824 	 -1.34343237
-0.29109354 	 -1.34770412
-0.28805884 	 -1.35198014
-0.28502414 	 -1.35626118
-0.28198944 	 -1.36054797
-0.27895474 	 -1.36484131
-0.27592004 	 -1.36914199
-0.27288534 	 -1.37345082
-0.26985064 	 -1.37776866
-0.26681594 	 -1.38209638
-0.26378124 	 -1.38643485
-0.26074653 	 -1.39078501
-0.25771183 	 -1.39514778
-0.25467713 	 -1.39952414
-0.25164243 	 -1.40391507
-0.24860773 	 -1.40832160
-0.24557303 	 -1.41274476
-0.24253833 	 -1.41718562
-0.23950363 	 -1.42164529
-0.23646893 	 -1.42612488
-0.23343423 	 -1.43062556
-0.23039953 	 -1.43514851
-0.22736483 	 -1.43969494
-0.22433012 	 -1.44426610
-0.22129542 	 -1.44886326
-0.21826072 	 -1.45348773
-0.21522602 	 -1.45814085
-0.21219132 	 -1.46282400
-0.20915662 	 -1.46753858
-0.20612192 	 -1.47228603
-0.20308722 	 -1.47706784
-0.20005252 	 -1.48188552
-0.19701782 	 -1.48674061
-0.19398312 	 -1.49163471
-0.19094842 	 -1.49656943
-0.18791371 	 -1.50154646
-0.18487901 	 -1.50656748
-0.18184431 	 -1.51163426
-0.17880961 	 -1.51674856
-0.17577491 	 -1.52191222
-0.17274021 	 -1.52712711
-0.16970551 	 -1.53239514
-0.16667081 	 -1.53771827
-0.16363611 	 -1.54309850
-0.16060141 	 -1.54853786
-0.15756671 	 -1.55403846
-0.15453201 	 -1.55960242
-0.15149730 	 -1.56523192
-0.14846260 	 -1.57092920
-0.14542790 	 -1.57669652
-0.14239320 	 -1.58253621
-0.13935850 	 -1.58845062
-0.13632380 	 -1.59444217
-0.13328910 	 -1.60051331
-0.13025440 	 -1.60666655
-0.12721970 	 -1.61290444
-0.12418500 	 -1.61922956
-0.12115030 	 -1.62564455
-0.11811560 	 -1.63215208
-0.11508089 	 -1.63875488
-0.11204619 	 -1.64545569
-0.10901149 	 -1.65225730
-0.10597679 	 -1.65916253
-0.10294209 	 -1.66617424
-0.09990739 	 -1.67329528
-0.09687269 	 -1.68052856
-0.09383799 	 -1.68787698
-0.09080329 	 -1.69534342
-0.08776859 	 -1.70293080
-0.08473389 	 -1.71064198
-0.08169919 	 -1.71847979
-0.07866448 	 -1.72644700
-0.07562978 	 -1.73454628
-0.07259508 	 -1.74278018
-0.04528277 	 -1.82315567
0.00023774 	 -1.76458998
0.03968885 	 -1.84087716
0.09734816 	 -1.67938772
0.10038287 	 -1.67217222
0.10341757 	 -1.66506850
0.10645227 	 -1.65807366
0.10948697 	 -1.65118485
0.11252167 	 -1.64439922
0.11555637 	 -1.63771395
0.11859107 	 -1.63112626
0.12162577 	 -1.62463341
0.12466047 	 -1.61823267
0.12769517 	 -1.61192139
0.13072987 	 -1.60569694
0.13376457 	 -1.59955673
0.13679928 	 -1.59349822
0.13983398 	 -1.58751892
0.14286868 	 -1.58161637
0.14590338 	 -1.57578818
0.14893808 	 -1.57003199
0.15197278 	 -1.56434548
0.15500748 	 -1.55872639
0.15804218 	 -1.55317250
0.16107688 	 -1.54768163
0.16411158 	 -1.54225167
0.16714628 	 -1.53688053
0.17018098 	 -1.53156616
0.17321569 	 -1.52630658
0.17625039 	 -1.52109984
0.17928509 	 -1.51594404
0.18231979 	 -1.51083730
0.18535449 	 -1.50577782
0.18838919 	 -1.50076380
0.19142389 	 -1.49579351
0.19445859 	 -1.49086526
0.19749329 	 -1.48597738
0.20052799 	 -1.48112825
0.20356269 	 -1.47631630
0.20659739 	 -1.47153997
0.20963210 	 -1.46679777
0.21266680 	 -1.46208821
0.21570150 	 -1.45740986
0.21873620 	 -1.45276131
0.22177090 	 -1.44814121
0.22480560 	 -1.44354821
0.22784030 	 -1.43898101
0.23087500 	 -1.43443834
0.23390970 	 -1.42991896
0.23694440 	 -1.42542166
0.23997910 	 -1.42094526
0.24301380 	 -1.41648861
0.24604851 	 -1.41205060
0.24908321 	 -1.40763011
0.25211791 	 -1.40322610
0.25515261 	 -1.39883752
0.25818731 	 -1.39446335
0.26122201 	 -1.39010262
0.26425671 	 -1.38575435
0.26729141 	 -1.38141762
0.27032611 	 -1.37709152
0.27336081 	 -1.37277514
0.27639551 	 -1.36846764
0.27943021 	 -1.36416817
0.28246492 	 -1.35987591
0.28549962 	 -1.35559007
0.28853432 	 -1.35130986
0.29156902 	 -1.34703456
0.29460372 	 -1.34276341
0.29763842 	 -1.33849572
0.30067312 	 -1.33423080
0.30370782 	 -1.32996797
0.30674252 	 -1.32570660
0.30977722 	 -1.32144606
0.31281192 	 -1.31718575
0.31584663 	 -1.31292507
0.31888133 	 -1.30866348
0.32191603 	 -1.30440041
0.32495073 	 -1.30013535
0.32798543 	 -1.29586779
0.33102013 	 -1.29159725
0.33405483 	 -1.28732326
0.33708953 	 -1.28304538
0.34012423 	 -1.27876319
0.34315893 	 -1.27447627
0.34619363 	 -1.27018426
0.34922833 	 -1.26588678
0.35226304 	 -1.26158349
0.35529774 	 -1.25727407
0.35833244 	 -1.25295823
0.36136714 	 -1.24863568
0.36440184 	 -1.24430617
0.36743654 	 -1.23996947
0.37047124 	 -1.23562536
0.37350594 	 -1.23127367
0.37654064 	 -1.22691422
0.37957534 	 -1.22254687
0.38261004 	 -1.21817152
0.38564474 	 -1.21378807
0.38867945 	 -1.20939647
0.39171415 	 -1.20499668
0.39474885 	 -1.20058869
0.39778355 	 -1.19617252
0.40081825 	 -1.19174822
0.40385295 	 -1.18731588
0.40688765 	 -1.18287561
0.40992235 	 -1.17842755
0.41295705 	 -1.17397189
0.41599175 	 -1.16950883
0.41902645 	 -1.16503863
0.42206115 	 -1.16056157
0.42509586 	 -1.15607797
0.42813056 	 -1.15158821
0.43116526 	 -1.14709269
0.43419996 	 -1.14259187
0.43723466 	 -1.13808622
0.44026936 	 -1.13357631
0.44330406 	 -1.12906272
0.44633876 	 -1.12454608
0.44937346 	 -1.12002710
0.45240816 	 -1.11550651
0.45544286 	 -1.11098513
0.45847756 	 -1.10646382
0.46151227 	 -1.10194351
0.46454697 	 -1.09742517
0.46758167 	 -1.09290988
0.47061637 	 -1.08839875
0.47365107 	 -1.08389298
0.47668577 	 -1.07939385
0.47972047 	 -1.07490270
0.48275517 	 -1.07042097
0.48578987 	 -1.06595018
0.48882457 	 -1.06149193
0.49185927 	 -1.05704793
0.51006748 	 -1.03079046
0.52827568 	 -1.00558965
0.54648389 	 -0.98207135
0.56469209 	 -0.96104018
0.58290030 	 -0.94347693
0.60110850 	 -0.93048107
0.61931671 	 -0.92312706
0.63752491 	 -0.92224034
