TMD:	 WS2 

band  1
0.75515801 	 -2.06856689
0.75844130 	 -2.06696050
0.76172460 	 -2.06526515
0.76500789 	 -2.06348121
0.76829119 	 -2.06160900
0.77157448 	 -2.05964884
0.77485778 	 -2.05760102
0.77814108 	 -2.05546580
0.78142437 	 -2.05324343
0.78470767 	 -2.05093414
0.78799096 	 -2.04853814
0.79127426 	 -2.04605562
0.79455755 	 -2.04348677
0.79784085 	 -2.04083175
0.80112415 	 -2.03809072
0.80440744 	 -2.03526381
0.80769074 	 -2.03235116
0.81097403 	 -2.02935289
0.81425733 	 -2.02626912
0.81754062 	 -2.02309995
0.82082392 	 -2.01984549
0.82410721 	 -2.01650583
0.82739051 	 -2.01308108
0.83067381 	 -2.00957131
0.83395710 	 -2.00597663
0.83724040 	 -2.00229712
0.84052369 	 -1.99853287
0.84380699 	 -1.99468399
0.84709028 	 -1.99075055
0.85037358 	 -1.98673266
0.85365688 	 -1.98263043
0.85694017 	 -1.97844396
0.86022347 	 -1.97417336
0.86350676 	 -1.96981877
0.86679006 	 -1.96538029
0.87007335 	 -1.96085809
0.87335665 	 -1.95625229
0.87663995 	 -1.95156306
0.87992324 	 -1.94679056
0.88320654 	 -1.94193497
0.88648983 	 -1.93699649
0.88977313 	 -1.93197531
0.89305642 	 -1.92687166
0.89633972 	 -1.92168576
0.89962302 	 -1.91641786
0.90290631 	 -1.91106822
0.90618961 	 -1.90563711
0.90947290 	 -1.90012484
0.91275620 	 -1.89453171
0.91603949 	 -1.88885804
0.91932279 	 -1.88310419
0.92260609 	 -1.87727051
0.92588938 	 -1.87135739
0.92917268 	 -1.86536524
0.93245597 	 -1.85929447
0.93573927 	 -1.85314554
0.93902256 	 -1.84691890
0.94230586 	 -1.84061504
0.94558915 	 -1.83423447
0.94887245 	 -1.82777773
0.95215575 	 -1.82124537
0.95543904 	 -1.81463796
0.95872234 	 -1.80795612
0.96200563 	 -1.80120046
0.96528893 	 -1.79437165
0.96857222 	 -1.78747035
0.97185552 	 -1.78049729
0.97513882 	 -1.77345318
0.97842211 	 -1.76633879
0.98170541 	 -1.75915491
0.98498870 	 -1.75190235
0.98827200 	 -1.74458195
0.99155529 	 -1.73719460
0.99483859 	 -1.72974120
0.99812189 	 -1.72222268
1.00140518 	 -1.71464001
1.00468848 	 -1.70699420
1.00797177 	 -1.69928627
1.01125507 	 -1.69151729
1.01453836 	 -1.68368837
1.01782166 	 -1.67580064
1.02110496 	 -1.66785527
1.02438825 	 -1.65985346
1.02767155 	 -1.65179648
1.03095484 	 -1.64368560
1.03423814 	 -1.63552214
1.03752143 	 -1.62730747
1.04080473 	 -1.61904300
1.04408803 	 -1.61073017
1.04737132 	 -1.60237047
1.05065462 	 -1.59396544
1.05393791 	 -1.58551666
1.05722121 	 -1.57702575
1.06050450 	 -1.56849439
1.06378780 	 -1.55992430
1.06707109 	 -1.55131726
1.07035439 	 -1.54267509
1.07363769 	 -1.53399967
1.07692098 	 -1.52529293
