TMD:	 WSe2 

band  1
0.21341422 	 -1.02327803
0.21669751 	 -1.02538746
0.21998081 	 -1.02754649
0.22326411 	 -1.02973894
0.22654740 	 -1.03198032
0.22983070 	 -1.03427118
0.23311399 	 -1.03661212
0.23639729 	 -1.03900366
0.23968058 	 -1.04144636
0.24296388 	 -1.04394071
0.24624718 	 -1.04648723
0.24953047 	 -1.04908638
0.25281377 	 -1.05173860
0.25609706 	 -1.05444431
0.25938036 	 -1.05720390
0.26266365 	 -1.06001770
0.26594695 	 -1.06288603
0.26923025 	 -1.06580916
0.27251354 	 -1.06878731
0.27579684 	 -1.07182066
0.27908013 	 -1.07490933
0.28236343 	 -1.07805340
0.28564672 	 -1.08125287
0.28893002 	 -1.08450770
0.29221332 	 -1.08781778
0.29549661 	 -1.09118291
0.29877991 	 -1.09460285
0.30206320 	 -1.09807725
0.30534650 	 -1.10160571
0.30862979 	 -1.10518773
0.31191309 	 -1.10882271
0.31519638 	 -1.11250999
0.31847968 	 -1.11624878
0.32176298 	 -1.12003823
0.32504627 	 -1.12387735
0.32832957 	 -1.12776507
0.33161286 	 -1.13170020
0.33489616 	 -1.13568145
0.33817945 	 -1.13970741
0.34146275 	 -1.14377656
0.34474605 	 -1.14788725
0.34802934 	 -1.15203773
0.35131264 	 -1.15622611
0.35459593 	 -1.16045040
0.35787923 	 -1.16470847
0.36116252 	 -1.16899808
0.36444582 	 -1.17331688
0.36772912 	 -1.17766236
0.37101241 	 -1.18203195
0.37429571 	 -1.18642291
0.37757900 	 -1.19083242
0.38086230 	 -1.19525753
0.38414559 	 -1.19969521
0.38742889 	 -1.20414230
0.39071219 	 -1.20859555
0.39399548 	 -1.21305164
0.39727878 	 -1.21750714
0.40056207 	 -1.22195854
0.40384537 	 -1.22640230
0.40712866 	 -1.23083476
0.41041196 	 -1.23525226
0.41369526 	 -1.23965106
0.41697855 	 -1.24402740
0.42026185 	 -1.24837749
0.42354514 	 -1.25269755
0.42682844 	 -1.25698376
0.43011173 	 -1.26123235
0.43339503 	 -1.26543953
0.43667833 	 -1.26960157
0.43996162 	 -1.27371478
0.44324492 	 -1.27777551
0.44652821 	 -1.28178021
0.44981151 	 -1.28572537
0.45309480 	 -1.28960761
0.45637810 	 -1.29342361
0.45966139 	 -1.29717019
0.46294469 	 -1.30084429
0.46622799 	 -1.30444296
0.46951128 	 -1.30796342
0.47279458 	 -1.31140300
0.47607787 	 -1.31475922
0.47936117 	 -1.31802974
0.48264446 	 -1.32121237
0.48592776 	 -1.32430513
0.48921106 	 -1.32730616
0.49249435 	 -1.33021382
0.49577765 	 -1.33302662
0.49906094 	 -1.33574323
0.50234424 	 -1.33836254
0.50562753 	 -1.34088356
0.50891083 	 -1.34330550
0.51219413 	 -1.34562772
0.51547742 	 -1.34784974
0.51876072 	 -1.34997125
0.52204401 	 -1.35199206
0.52532731 	 -1.35391215
0.52861060 	 -1.35573162
0.53189390 	 -1.35745070
0.53517720 	 -1.35906972
0.53846049 	 -1.36058916
0.54174379 	 -1.36200957
0.54502708 	 -1.36333162
0.54831038 	 -1.36455603
0.55159367 	 -1.36568363
0.55487697 	 -1.36671532
0.55816027 	 -1.36765203
0.56144356 	 -1.36849477
0.56472686 	 -1.36924460
0.56801015 	 -1.36990261
0.57129345 	 -1.37046990
0.57457674 	 -1.37094764
0.57786004 	 -1.37133698
0.58114333 	 -1.37163910
0.58442663 	 -1.37185520
0.58770993 	 -1.37198646
0.59099322 	 -1.37203406
0.59427652 	 -1.37199921
0.59755981 	 -1.37188306
0.60084311 	 -1.37168679
0.60412640 	 -1.37141153
0.60740970 	 -1.37105842
0.61069300 	 -1.37062856
0.61397629 	 -1.37012304
0.61725959 	 -1.36954292
0.62054288 	 -1.36888923
0.62382618 	 -1.36816299
0.62710947 	 -1.36736517
0.63039277 	 -1.36649672
0.63367607 	 -1.36555857
0.63695936 	 -1.36455162
0.64024266 	 -1.36347672
0.64352595 	 -1.36233472
0.64680925 	 -1.36112641
0.65009254 	 -1.35985258
0.65337584 	 -1.35851397
0.65665914 	 -1.35711130
0.65994243 	 -1.35564527
0.66322573 	 -1.35411653
0.66650902 	 -1.35252574
0.66979232 	 -1.35087349
0.67307561 	 -1.34916037
0.67635891 	 -1.34738695
0.67964221 	 -1.34555376
0.68292550 	 -1.34366132
0.68620880 	 -1.34171011
0.68949209 	 -1.33970061
0.69277539 	 -1.33763326
0.69605868 	 -1.33550850
0.69934198 	 -1.33332672
0.70262527 	 -1.33108831
0.70590857 	 -1.32879366
0.70919187 	 -1.32644310
0.71247516 	 -1.32403698
0.71575846 	 -1.32157561
0.71904175 	 -1.31905930
0.72232505 	 -1.31648833
0.72560834 	 -1.31386298
0.72889164 	 -1.31118351
0.73217494 	 -1.30845017
0.73545823 	 -1.30566319
0.73874153 	 -1.30282279
0.74202482 	 -1.29992919
0.74530812 	 -1.29698258
0.74859141 	 -1.29398316
0.75187471 	 -1.29093111
0.75515801 	 -1.28782659
0.75844130 	 -1.28466978
0.76172460 	 -1.28146082
0.76500789 	 -1.27819986
0.76829119 	 -1.27488705
0.77157448 	 -1.27152252
0.77485778 	 -1.26810640
0.77814108 	 -1.26463880
0.78142437 	 -1.26111986
0.78470767 	 -1.25754968
0.78799096 	 -1.25392837
0.79127426 	 -1.25025604
0.79455755 	 -1.24653279
0.79784085 	 -1.24275872
0.80112415 	 -1.23893394
